name,tag,expected,outcome,wall_ms,verdict,detail
complex_mul_special_values,CORE,^VERIFICATION SUCCESSFUL$,DIFF,112,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,89,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_nondet_abs_conj,CORE,^VERIFICATION SUCCESSFUL$,PASS,327,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_nondet_arith,CORE,^VERIFICATION SUCCESSFUL$,PASS,102,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_nondet_assume,CORE,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_nondet_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
complex_nondet_fail2,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
complex_nondet_indep,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_nondet_ops,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_pow_budget,CORE,^VERIFICATION SUCCESSFUL$,DIFF,151,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_budget_edges,CORE,^VERIFICATION SUCCESSFUL$,DIFF,68,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_complex_exp,CORE,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_float_exponent,CORE,^VERIFICATION SUCCESSFUL$,DIFF,108,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_handler,CORE,^VERIFICATION SUCCESSFUL$,DIFF,127,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_neg_budget,CORE,^VERIFICATION SUCCESSFUL$,DIFF,59,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_neg_inline,CORE,^VERIFICATION SUCCESSFUL$,DIFF,67,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_negative_exp,CORE,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_one,CORE,^VERIFICATION SUCCESSFUL$,DIFF,64,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_small,CORE,^VERIFICATION SUCCESSFUL$,DIFF,65,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_special_cases,CORE,^VERIFICATION SUCCESSFUL$,DIFF,67,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_zero,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_pow_zero_neg_fail,CORE,^VERIFICATION FAILED$,DIFF,52,SUCCESSFUL,expected=^VERIFICATION FAILED$
complex_pow_zerodiv_fail,CORE,^VERIFICATION FAILED$,DIFF,54,SUCCESSFUL,expected=^VERIFICATION FAILED$
complex_repr,CORE,^VERIFICATION SUCCESSFUL$,DIFF,58,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_repr_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
complex_repr_var,CORE,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_str_basic,CORE,^VERIFICATION SUCCESSFUL$,DIFF,59,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_str_edges,CORE,^VERIFICATION SUCCESSFUL$,DIFF,58,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_str_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
complex_str_floats,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_str_nonconstant,CORE,^VERIFICATION SUCCESSFUL$,DIFF,61,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_str_single_arg,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_str_var,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_string_parsing,CORE,^VERIFICATION SUCCESSFUL$,TOERR,61,,exit=6; expected=^VERIFICATION SUCCESSFUL$
complex_sub_handler,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_unary_handler,CORE,^VERIFICATION SUCCESSFUL$,PASS,6913,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
complex_zerodiv,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
complex_zerodiv_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
complex_zerodiv_mixed_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
compound-assign,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
compound-assign-fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
compound-stmt,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
compound-stmt-fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
compound-stmt-fail2,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
compound-stmt3,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
compound-stmt4,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
compound-stmt5-fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
compound-stmt6,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
compound-stmt7,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat1,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat10,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat10_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
concat11,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat11_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
concat12,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat12_fail,THOROUGH,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
concat13,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat14,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat14_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
concat15,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat1_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
concat2,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat3,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat3_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
concat4,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat4_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
concat5,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat5_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
concat6,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat6_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
concat7,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat7_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
concat8,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat8_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
concat9,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
concat9_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
concurrency_fail,KNOWNBUG,^VERIFICATION FAILED$,PASS,13518,FAILED,^VERIFICATION FAILED$
constants,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
constants-fail,CORE,,UNKNOWN,53,FAILED,no expected regex
convert-byte-update1,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
convert-byte-update1_fail,THOROUGH,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
convert-byte-update2,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,117,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
convert-byte-update2_fail,THOROUGH,^VERIFICATION FAILED$,PASS,114,FAILED,^VERIFICATION FAILED$
counter,CORE,^VERIFICATION SUCCESSFUL$,DIFF,150,FAILED,expected=^VERIFICATION SUCCESSFUL$
counter_fail,CORE,^VERIFICATION FAILED$,PASS,149,FAILED,^VERIFICATION FAILED$
counter_values,CORE,^VERIFICATION SUCCESSFUL$,PASS,141,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
counter_values_fail,CORE,^VERIFICATION FAILED$,DIFF,140,SUCCESSFUL,expected=^VERIFICATION FAILED$
cover1,CORE,"^Properties: 4 verified \✓ 1 passed, \✗ 3 failed$",FAIL,53,FAILED,"expected=^Properties: 4 verified \✓ 1 passed, \✗ 3 failed$"
cover2,CORE,"^Properties: 3 verified, \✗ 3 failed$",FAIL,54,FAILED,"expected=^Properties: 3 verified, \✗ 3 failed$"
cover3,CORE,"^Properties: 3 verified \✓ 1 passed, \✗ 2 failed$",FAIL,57,FAILED,"expected=^Properties: 3 verified \✓ 1 passed, \✗ 2 failed$"
cover4,CORE,,UNKNOWN,52,FAILED,no expected regex
cover5,CORE,^VERIFICATION FAILED$,PASS,62,FAILED,^VERIFICATION FAILED$
decimal,CORE,^VERIFICATION SUCCESSFUL$,DIFF,135,FAILED,expected=^VERIFICATION SUCCESSFUL$
decimal2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,153,FAILED,expected=^VERIFICATION SUCCESSFUL$
decimal2_fail,CORE,^VERIFICATION FAILED$,PASS,108,FAILED,^VERIFICATION FAILED$
decimal3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,163,FAILED,expected=^VERIFICATION SUCCESSFUL$
decimal3_fail,CORE,^VERIFICATION FAILED$,PASS,108,FAILED,^VERIFICATION FAILED$
decimal4,CORE,^VERIFICATION SUCCESSFUL$,DIFF,140,FAILED,expected=^VERIFICATION SUCCESSFUL$
decimal4_fail,CORE,^VERIFICATION FAILED$,PASS,105,FAILED,^VERIFICATION FAILED$
decimal_fail,CORE,^VERIFICATION FAILED$,PASS,107,FAILED,^VERIFICATION FAILED$
dict-attr-int-int,CORE,^VERIFICATION SUCCESSFUL$,DIFF,96,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict-attr-int-int-fail,CORE,^VERIFICATION FAILED$,PASS,76,FAILED,^VERIFICATION FAILED$
dict-update-symbol,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict-update-symbol-fail,CORE,^VERIFICATION FAILED$,PASS,65,FAILED,^VERIFICATION FAILED$
dict1,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict10,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict10_fail,CORE,^VERIFICATION FAILED$,PASS,72,FAILED,^VERIFICATION FAILED$
dict11,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,113,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict11_fail,THOROUGH,^VERIFICATION FAILED$,PASS,61,FAILED,^VERIFICATION FAILED$
dict12,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict12_fail,THOROUGH,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
dict13,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict13_fail,CORE,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
dict14,CORE,^VERIFICATION SUCCESSFUL$,PASS,112,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict14_fail,CORE,^VERIFICATION FAILED$,PASS,120,FAILED,^VERIFICATION FAILED$
dict15,CORE,^VERIFICATION SUCCESSFUL$,PASS,99,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict15_fail,CORE,^VERIFICATION FAILED$,PASS,117,FAILED,^VERIFICATION FAILED$
dict16,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict17,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict18,CORE,^VERIFICATION SUCCESSFUL$,TOERR,369,,exit=6; expected=^VERIFICATION SUCCESSFUL$
dict18_fail,CORE,^VERIFICATION FAILED$,TOERR,327,,exit=6; expected=^VERIFICATION FAILED$
dict19,CORE,^VERIFICATION SUCCESSFUL$,DIFF,59,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict19_fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
dict1_fail,THOROUGH,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
dict2,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,61,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict20,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,8451,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict20_fail,THOROUGH,^VERIFICATION FAILED$,PASS,8461,FAILED,^VERIFICATION FAILED$
dict21,CORE,^VERIFICATION SUCCESSFUL$,PASS,8382,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict22,CORE,^VERIFICATION SUCCESSFUL$,PASS,11178,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict22_fail,CORE,^VERIFICATION FAILED$,PASS,11407,FAILED,^VERIFICATION FAILED$
dict23,THOROUGH,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
dict24,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,8390,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict24_fail,THOROUGH,^VERIFICATION FAILED$,PASS,8508,FAILED,^VERIFICATION FAILED$
dict25,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict26,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict27,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict28,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict29,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict2_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
dict3,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict30,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict31,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict32,CORE,^VERIFICATION SUCCESSFUL$,CRASH,1211,,signal=6
dict32_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
dict33,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict33_fail,CORE,^VERIFICATION FAILED$,CRASH,2091,,signal=6
dict34,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict34_fail,CORE,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
dict35,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict36,CORE,^VERIFICATION SUCCESSFUL$,DIFF,55,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict37,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict38,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict39,CORE,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict3_fail,THOROUGH,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
dict4,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict40,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict41,CORE,^VERIFICATION SUCCESSFUL$,DIFF,70,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict42,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict43,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict43_fail,CORE,^VERIFICATION FAILED$,PASS,415,FAILED,^VERIFICATION FAILED$
dict44,CORE,^VERIFICATION SUCCESSFUL$,DIFF,60,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict44_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
dict45_fail,CORE,^VERIFICATION FAILED$,DIFF,159,SUCCESSFUL,expected=^VERIFICATION FAILED$
dict46,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,5114,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict46_fail,THOROUGH,^VERIFICATION FAILED$,PASS,5029,FAILED,^VERIFICATION FAILED$
dict47,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,1692,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict47_fail,THOROUGH,^VERIFICATION FAILED$,PASS,2520,FAILED,^VERIFICATION FAILED$
dict48,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict48_fail,CORE,^VERIFICATION FAILED$,PASS,86,FAILED,^VERIFICATION FAILED$
dict49,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict49_fail,CORE,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
dict4_fail,THOROUGH,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
dict5,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict50,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict50_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
dict51,CORE,^VERIFICATION SUCCESSFUL$,PASS,64,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict51_fail,CORE,^VERIFICATION FAILED$,PASS,63,FAILED,^VERIFICATION FAILED$
dict52,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,2854,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict53,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict53_fail,CORE,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
dict54,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict55,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict56,CORE,^VERIFICATION SUCCESSFUL$,PASS,458,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict57,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,69,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict57_fail,THOROUGH,^VERIFICATION FAILED$,PASS,67,FAILED,^VERIFICATION FAILED$
dict58,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict58_fail,THOROUGH,^VERIFICATION FAILED$,PASS,64,FAILED,^VERIFICATION FAILED$
dict59,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict59_fail,CORE,^VERIFICATION FAILED$,PASS,57,FAILED,^VERIFICATION FAILED$
dict5_fail,THOROUGH,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
dict6,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict60,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict60_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
dict61,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,74,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict61_fail,THOROUGH,^VERIFICATION FAILED$,PASS,68,FAILED,^VERIFICATION FAILED$
dict62,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict62_fail,CORE,^VERIFICATION FAILED$,PASS,66,FAILED,^VERIFICATION FAILED$
dict63,CORE,^VERIFICATION SUCCESSFUL$,PASS,2386,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict64,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict65,KNOWNBUG,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
dict6_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
dict7,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict7_fail,THOROUGH,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
dict8,CORE,^VERIFICATION SUCCESSFUL$,PASS,62,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict8_fail,THOROUGH,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
dict9,CORE,^VERIFICATION SUCCESSFUL$,PASS,112,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict9_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
dict_del,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,108,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del10,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del11,CORE,^VERIFICATION SUCCESSFUL$,PASS,101,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del12,CORE,^VERIFICATION SUCCESSFUL$,PASS,111,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del12_fail,THOROUGH,^VERIFICATION FAILED$,DIFF,118,SUCCESSFUL,expected=^VERIFICATION FAILED$
dict_del13,CORE,^VERIFICATION SUCCESSFUL$,PASS,115,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del13_fail,CORE,^VERIFICATION FAILED$,PASS,139,FAILED,^VERIFICATION FAILED$
dict_del14,CORE,^VERIFICATION SUCCESSFUL$,DIFF,101,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict_del14_fail,CORE,^  Should have raised KeyError$,FAIL,95,FAILED,expected=^  Should have raised KeyError$
dict_del15,CORE,^VERIFICATION SUCCESSFUL$,PASS,631,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del15_fail,CORE,^VERIFICATION FAILED$,TOERR,1630,,exit=6; expected=^VERIFICATION FAILED$
dict_del16,CORE,^VERIFICATION SUCCESSFUL$,PASS,97,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del16_fail,CORE,^VERIFICATION FAILED$,DIFF,102,SUCCESSFUL,expected=^VERIFICATION FAILED$
dict_del2,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,152,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del3,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,20700,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del4,CORE,^VERIFICATION SUCCESSFUL$,PASS,127,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del5,CORE,^VERIFICATION SUCCESSFUL$,PASS,68,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del6,CORE,^VERIFICATION SUCCESSFUL$,PASS,99,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del7,CORE,^VERIFICATION SUCCESSFUL$,PASS,62,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del8,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
dict_del9,CORE,^VERIFICATION SUCCESSFUL$,DIFF,69,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict_del_fail,THOROUGH,^VERIFICATION FAILED$,TOERR,158,,exit=6; expected=^VERIFICATION FAILED$
dict_fromkeys,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict_fromkeys_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
dict_items1,CORE,^VERIFICATION SUCCESSFUL$,DIFF,9868,FAILED,expected=^VERIFICATION SUCCESSFUL$
dict_items2,CORE,^VERIFICATION SUCCESSFUL$,CRASH,1194,,signal=6
