# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2K of event 'cycles:u'
# Event count (approx.): 6418698544
#
# Children      Self  Command  Shared Object            Symbol                                                                                                                                                                                         ...
# ........  ........  .......  .......................  ..................................................................................................................................................................................................
#
     1.35%     0.00%  cvc5     cvc5                     [.] 0x00000000007442db
     1.35%     0.00%  cvc5     cvc5                     [.] 0x0000000000cf739d
     1.35%     0.00%  cvc5     cvc5                     [.] 0x0000000000e2006b
     1.35%     0.00%  cvc5     cvc5                     [.] 0x0000000000e31f46
     1.34%     0.15%  cbmc     cbmc                     [.] irept::add(dstringt const&)
     1.31%     0.00%  cvc5     cvc5                     [.] 0x000000000133f04b
     1.29%     0.75%  cbmc     cbmc                     [.] irept::add(dstringt const&, irept)
     1.24%     1.24%  cbmc     cbmc                     [.] hash_string(char const*)
     1.22%     0.00%  cvc5     cvc5                     [.] 0x000000000133da6a
     1.22%     0.00%  cvc5     cvc5                     [.] 0x000000000133e575
     1.19%     0.05%  cbmc     cbmc                     [.] simplify_exprt::simplify_rec(exprt const&)
     1.19%     0.00%  cvc5     cvc5                     [.] 0x0000000000fdd014
     1.17%     0.00%  cbmc     cbmc                     [.] language_filest::typecheck_module(symbol_table_baset&, language_modulet&, bool, message_handlert&)
     1.17%     0.00%  cbmc     cbmc                     [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_put_node(std::_Fwd_list_node<std::pair<dstringt, irept> >*) (inlined)
     1.17%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::deallocate(std::_Fwd_list_node<std::pair<dstringt, irept> >*, unsigned long) (inlined)
     1.17%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::deallocate(std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >&, std::_Fwd_list_no...
     1.14%     1.14%  cbmc     cbmc                     [.] irept::get(dstringt const&) const
     1.14%     0.00%  cvc5     cvc5                     [.] 0x00000000006c77e7
     1.14%     0.00%  cvc5     cvc5                     [.] 0x00000000019786fb
     1.14%     0.00%  cbmc     cbmc                     [.] cbmc_parse_optionst::process_goto_program(goto_modelt&, optionst const&, messaget&)
     1.12%     0.00%  cvc5     cvc5                     [.] 0x000000000142479c
     1.10%     0.00%  cvc5     cvc5                     [.] 0x0000000001978b68
     1.09%     0.15%  cbmc     cbmc                     [.] simplify_exprt::simplify_node_preorder(exprt const&)
     1.06%     0.00%  cbmc     cbmc                     [.] from_integer(BigInt const&, typet const&)


#
# (Cannot load tips.txt file, please install perf!)
#
