# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:u'
# Event count (approx.): 5195715323
#
# Children      Self  Command  Shared Object            Symbol                                                                                                                                                                                         ...
# ........  ........  .......  .......................  ..................................................................................................................................................................................................
#
     1.45%     0.00%  cbmc     cbmc                     [.] forward_list_as_mapt<dstringt, irept>::forward_list_as_mapt(forward_list_as_mapt<dstringt, irept> const&) (inlined)
     1.45%     0.00%  cbmc     cbmc                     [.] std::_Fwd_list_node<std::pair<dstringt, irept> >* std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_create_node<std::pair<dstringt, irept> ...
     1.45%     0.00%  cbmc     cbmc                     [.] std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::forward_list(std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, ...
     1.45%     0.00%  cbmc     cbmc                     [.] void std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_range_initialize<std::_Fwd_list_const_iterator<std::pair<dstringt, irept> > >(std::_Fw...
     1.41%     0.00%  cbmc     cbmc                     [.] simplify_exprt::simplify_index_preorder(index_exprt const&)
     1.38%     1.38%  cbmc     libc.so.6                [.] 0x00000000000a9afd
     1.38%     0.00%  cbmc     libc.so.6                [.] 0x00007b28c16a9afd
     1.36%     0.00%  cbmc     cbmc                     [.] initialize_goto_model(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, ...
     1.35%     0.00%  cvc5     cvc5                     [.] 0x00000000006c781b
     1.35%     0.97%  cbmc     libstdc++.so.6.0.33      [.] std::basic_streambuf<char, std::char_traits<char> >::xsgetn(char*, long)
     1.35%     0.00%  cbmc     cbmc                     [.] std::__cxx11::_List_base<SSA_stept, std::allocator<SSA_stept> >::_M_put_node(std::_List_node<SSA_stept>*) (inlined)
     1.35%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<std::_List_node<SSA_stept> >::deallocate(std::_List_node<SSA_stept>*, unsigned long) (inlined)
     1.35%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<std::_List_node<SSA_stept> > >::deallocate(std::allocator<std::_List_node<SSA_stept> >&, std::_List_node<SSA_stept>*, unsigned long) (inlined)
     1.29%     0.00%  cbmc     cbmc                     [.] merge_irept::~merge_irept() (inlined)
     1.29%     0.00%  cbmc     cbmc                     [.] std::_Hashtable<irept, irept, std::allocator<irept>, std::__detail::_Identity, std::equal_to<irept>, irep_hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std...
     1.29%     0.00%  cbmc     cbmc                     [.] std::unordered_set<irept, irep_hash, std::equal_to<irept>, std::allocator<irept> >::~unordered_set() (inlined)
     1.28%     0.00%  cbmc     cbmc                     [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_put_node(std::_Fwd_list_node<std::pair<dstringt, irept> >*) (inlined)
     1.28%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::deallocate(std::_Fwd_list_node<std::pair<dstringt, irept> >*, unsigned long) (inlined)
     1.28%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::deallocate(std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >&, std::_Fwd_list_no...
     1.23%     0.00%  cvc5     cvc5                     [.] 0x0000000001a29831
     1.21%     0.18%  cbmc     cbmc                     [.] irept::add(dstringt const&)
     1.21%     0.00%  cbmc     cbmc                     [.] value_sett::get_value_set(exprt, namespacet const&, bool) const
     1.21%     0.00%  cbmc     cbmc                     [.] value_sett::assign_rec(exprt const&, reference_counting<std::map<unsigned long, std::optional<exprt>, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, std::optional...
     1.21%     1.09%  cbmc     cbmc                     [.] std::_Hashtable<string_ptrt, std::pair<string_ptrt const, unsigned int>, std::allocator<std::pair<string_ptrt const, unsigned int> >, std::__detail::_Select1st, std::equal_to<string_ptrt>...
     1.19%     0.00%  cbmc     cbmc                     [.] std::_Vector_base<jsont, std::allocator<jsont> >::_Vector_base(unsigned long, std::allocator<jsont> const&) (inlined)
     1.17%     1.17%  cbmc     libc.so.6                [.] 0x00000000000a9c06
     1.17%     0.00%  cbmc     libc.so.6                [.] 0x00007b28c16a9c06
     1.17%     0.00%  cbmc     cbmc                     [.] smt2_convt::prepare_for_convert_expr(exprt const&)
     1.16%     0.00%  cbmc     cbmc                     [.] simplify_exprt::simplify_member_preorder(member_exprt const&)
     1.16%     0.00%  cbmc     cbmc                     [.] SSA_stept::~SSA_stept() (inlined)
     1.16%     0.00%  cbmc     cbmc                     [.] void std::__new_allocator<std::_List_node<SSA_stept> >::destroy<SSA_stept>(SSA_stept*) (inlined)
     1.16%     0.00%  cbmc     cbmc                     [.] void std::allocator_traits<std::allocator<std::_List_node<SSA_stept> > >::destroy<SSA_stept>(std::allocator<std::_List_node<SSA_stept> >&, SSA_stept*) (inlined)
     1.15%     0.00%  cbmc     cbmc                     [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_get_node() (inlined)
     1.15%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::allocate(unsigned long, void const*) (inlined)
     1.15%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::allocate(std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >&, unsigned long) (inl...
     1.13%     0.00%  cvc5     cvc5                     [.] 0x000000000182eea1
     1.12%     0.00%  cbmc     cbmc                     [.] initialize_from_source_files(std::__cxx11::list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_...
     1.11%     0.06%  cbmc     cbmc                     [.] smt2_convt::find_symbols(exprt const&)
     1.09%     0.00%  cbmc     cbmc                     [.] from_integer(BigInt const&, typet const&)
     1.09%     0.00%  cbmc     cbmc                     [.] value_sett::get_value_set_rec(exprt const&, reference_counting<std::map<unsigned long, std::optional<exprt>, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, std::o...
     1.06%     0.00%  cvc5     cvc5                     [.] 0x0000000001a2bb05
     1.04%     0.06%  cbmc     cbmc                     [.] slice(symex_bmct&, symex_target_equationt&, namespacet const&, optionst const&, ui_message_handlert&)
     1.04%     0.00%  cbmc     cbmc                     [.] postprocess_equation(symex_bmct&, symex_target_equationt&, optionst const&, namespacet const&, ui_message_handlert&)
     1.03%     0.00%  cbmc     cbmc                     [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() (inlined)


#
# (Cannot load tips.txt file, please install perf!)
#
