# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:u'
# Event count (approx.): 10678433429
#
# Children      Self  Command  Shared Object                          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ........  .......  .....................................  .....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     5.83%     0.00%  cbmc     cbmc                                   [.] parse_options_baset::main()
     5.72%     0.00%  cbmc     cbmc                                   [.] main
     5.54%     0.00%  cvc5     cvc5                                   [.] 0x000000000061337b
     5.52%     0.00%  cvc5     cvc5                                   [.] 0x00000000017d5f6c
     5.51%     0.00%  cvc5     cvc5                                   [.] 0x00000000017f765f
     5.46%     0.00%  cvc5     cvc5                                   [.] 0x00000000017f9da5
     5.46%     0.00%  cvc5     cvc5                                   [.] 0x0000000001810378
     5.35%     0.00%  cbmc     cbmc                                   [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::~_Rb_tree() (inlined)
     5.35%     0.00%  cbmc     cbmc                                   [.] std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, jsont, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::~map() (inlined)
     5.31%     0.00%  cvc5     cvc5                                   [.] 0x00000000006c4390
     5.16%     0.00%  cbmc     cbmc                                   [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::_M_get_node() (inlined)
     5.16%     0.00%  cbmc     cbmc                                   [.] std::__new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::allocate(unsigned long, void const*) (inlined)
     5.16%     0.00%  cbmc     cbmc                                   [.] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >&, unsigned long) (inlined)
     5.04%     0.00%  cbmc     libc.so.6                              [.] __libc_start_main
     4.82%     0.00%  cbmc     cbmc                                   [.] symex_assignt::assign_from_struct(ssa_exprt const&, expr_skeletont const&, struct_exprt const&, std::vector<exprt, std::allocator<exprt> > const&)
     4.65%     0.00%  cbmc     cbmc                                   [.] symex_target_equationt::convert(decision_proceduret&)
     4.62%     0.00%  cbmc     cbmc                                   [.] symex_target_equationt::convert_without_assertions(decision_proceduret&)
     4.62%     0.00%  cbmc     cbmc                                   [.] convert_symex_target_equation(symex_target_equationt&, decision_proceduret&, message_handlert&)
     4.61%     0.00%  cbmc     cbmc                                   [.] _start
     4.32%     0.00%  cbmc     cbmc                                   [.] prepare_property_decider(std::map<dstringt, property_infot, std::less<dstringt>, std::allocator<std::pair<dstringt const, property_infot> > >&, symex_target_equationt&, goto_symex_property_decidert&, ui_message_handlert&)
     4.14%     0.00%  cbmc     libc.so.6                              [.] 0x0000779508a2a1c9
     4.04%     0.03%  cbmc     cbmc                                   [.] merge_irept::operator()(irept&)
     4.04%     0.00%  cbmc     cbmc                                   [.] symex_target_equationt::merge_ireps(SSA_stept&)
     4.01%     0.00%  cbmc     cbmc                                   [.] symex_target_equationt::assignment(exprt const&, ssa_exprt const&, exprt const&, exprt const&, exprt const&, symex_targett::sourcet const&, symex_targett::assignment_typet)
     3.96%     0.67%  cbmc     cbmc                                   [.] merge_irept::merged(irept const&)
     3.95%     0.00%  cbmc     cbmc                                   [.] field_sensitivityt::field_assignments(namespacet const&, goto_symex_statet&, ssa_exprt const&, exprt const&, symex_targett&, bool) const
     3.77%     0.00%  cbmc     cbmc                                   [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >*) (inlined)
     3.77%     0.00%  cbmc     cbmc                                   [.] std::__new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >*, unsigned long) (inlined)
     3.77%     0.00%  cbmc     cbmc                                   [.] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >&, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >*, unsigned long) (inlined)
     3.71%     0.03%  cbmc     cbmc                                   [.] field_sensitivityt::field_assignments_rec(namespacet const&, goto_symex_statet&, exprt const&, exprt const&, symex_targett&, bool) const
     3.66%     0.03%  cbmc     cbmc                                   [.] field_sensitivityt::apply(namespacet const&, goto_symex_statet&, exprt, bool) const
     3.63%     0.00%  cbmc     cbmc                                   [.] python_convertert::convert_class_def(jsont const&)
     3.59%     0.00%  cbmc     cbmc                                   [.] multi_path_symex_checkert::prepare_property_decider(std::map<dstringt, property_infot, std::less<dstringt>, std::allocator<std::pair<dstringt const, property_infot> > >&) (inlined)
     3.47%     0.00%  cbmc     cbmc                                   [.] goto_symext::merge_gotos(goto_symex_statet&)
     3.42%     0.00%  cvc5     cvc5                                   [.] 0x00000000006c77e7
     3.40%     0.00%  cbmc     cbmc                                   [.] python_convertert::convert_type_annotation(jsont const&)
     3.40%     0.00%  cvc5     cvc5                                   [.] 0x00000000019786fb
     3.37%     0.06%  cbmc     cbmc                                   [.] symex_target_equationt::convert_assignments(decision_proceduret&)
     3.30%     0.00%  python3  python3.12                             [.] 0x000000000058206c
     3.29%     0.00%  cbmc     cbmc                                   [.] goto_symext::merge_goto(symex_targett::sourcet const&, goto_statet&&, goto_symex_statet&)
     3.29%     0.00%  cbmc     cbmc                                   [.] symex_bmct::merge_goto(symex_targett::sourcet const&, goto_statet&&, goto_symex_statet&)
     3.28%     0.03%  cbmc     cbmc                                   [.] smt2_convt::set_to(exprt const&, bool)
     3.27%     0.00%  cbmc     cbmc                                   [.] goto_symext::phi_function(goto_statet const&, goto_symex_statet&)
     3.20%     0.00%  cbmc     cbmc                                   [.] update_identifier(ssa_exprt&)
     3.18%     0.00%  cbmc     cbmc                                   [.] goto_symext::clean_expr(exprt, goto_symex_statet&, bool)
     3.18%     0.00%  cbmc     cbmc                                   [.] goto_symext::dereference(exprt&, goto_symex_statet&, bool)
     3.17%     1.28%  cbmc     cbmc                                   [.] yyjsonlex(void*)
     3.15%     3.15%  cbmc     cbmc                                   [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >*) [clone .isra.0]
     3.02%     0.06%  cbmc     cbmc                                   [.] build_identifier(exprt const&, dstringt const&, dstringt const&, dstringt const&)
     2.96%     0.03%  cbmc     cbmc                                   [.] smt2_convt::prepare_for_convert_expr(exprt const&)
     2.92%     0.03%  cbmc     cbmc                                   [.] goto_symex_statet::assignment(ssa_exprt, exprt const&, namespacet const&, bool, bool, bool)
     2.92%     0.06%  cbmc     cbmc                                   [.] merge_names(goto_statet const&, goto_symex_statet&, namespacet const&, guard_exprt const&, messaget&, bool, symex_target_equationt&, incremental_dirtyt const&, ssa_exprt const&, unsigned long, unsigned long)
     2.86%     0.00%  cbmc     cbmc                                   [.] field_sensitivityt::get_fields(namespacet const&, goto_symex_statet&, ssa_exprt const&, bool) const
     2.75%     0.18%  cbmc     cbmc                                   [.] smt2_convt::find_symbols(exprt const&)
     2.69%     1.79%  cbmc     cbmc                                   [.] sharing_treet<irept, forward_list_as_mapt<dstringt, irept> >::remove_ref(tree_nodet<irept, forward_list_as_mapt<dstringt, irept>, true>*)
     2.48%     0.00%  python3  python3.12                             [.] PyImport_ImportModuleLevelObject
     2.48%     0.00%  python3  python3.12                             [.] PyObject_CallMethodObjArgs
     2.48%     0.00%  python3  python3.12                             [.] 0x000000000054a086
     2.38%     0.00%  cbmc     cbmc                                   [.] goto_symext::symex_function_call_symbol(std::function<goto_functiont const& (dstringt const&)> const&, goto_symex_statet&, exprt const&, symbol_exprt const&, std::vector<exprt, std::allocator<exprt> > const&)
     2.37%     2.37%  cbmc     cbmc                                   [.] irept::operator==(irept const&) const
     2.26%     0.00%  cbmc     cbmc                                   [.] renamedt<exprt, (levelt)3> goto_symex_statet::rename<(levelt)3>(exprt, namespacet const&)
     2.20%     0.00%  cbmc     cbmc                                   [.] goto_symext::symex_function_call_post_clean(std::function<goto_functiont const& (dstringt const&)> const&, goto_symex_statet&, exprt const&, symbol_exprt const&, std::vector<exprt, std::allocator<exprt> > const&)
     2.18%     0.00%  cvc5     cvc5                                   [.] 0x00000000018162ba
     2.17%     0.00%  python3  python3.12                             [.] 0x00000000005d36ab
     2.12%     0.00%  cbmc     cbmc                                   [.] all_properties_verifier_with_trace_storaget<multi_path_symex_checkert>::~all_properties_verifier_with_trace_storaget()
     2.12%     0.00%  cbmc     cbmc                                   [.] multi_path_symex_checkert::~multi_path_symex_checkert() (inlined)
     2.09%     0.01%  python3  python3.12                             [.] PyObject_Vectorcall
     1.99%     0.03%  cbmc     cbmc                                   [.] void std::vector<jsont, std::allocator<jsont> >::_M_realloc_insert<jsont const&>(__gnu_cxx::__normal_iterator<jsont*, std::vector<jsont, std::allocator<jsont> > >, jsont const&)
     1.89%     0.00%  cbmc     cbmc                                   [.] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) (inlined)
     1.88%     0.24%  cbmc     libstdc++.so.6.0.33                    [.] std::istream::read(char*, long)
     1.88%     0.00%  cvc5     cvc5                                   [.] 0x00000000006c781b
     1.88%     0.00%  cbmc     cbmc                                   [.] tree_nodet<irept, forward_list_as_mapt<dstringt, irept>, true>::~tree_nodet() (inlined)
     1.84%     0.00%  cbmc     cbmc                                   [.] goto_symext::parameter_assignments(dstringt const&, goto_functiont const&, goto_symex_statet&, std::vector<exprt, std::allocator<exprt> > const&)
     1.79%     0.00%  python3  python3.12                             [.] Py_FinalizeEx
     1.77%     0.00%  cbmc     cbmc                                   [.] cbmc_parse_optionst::get_goto_program(goto_modelt&, optionst const&, cmdlinet const&, ui_message_handlert&)
     1.75%     0.00%  cbmc     cbmc                                   [.] multi_path_symex_only_checkert::~multi_path_symex_only_checkert()
     1.75%     0.00%  cbmc     cbmc                                   [.] symex_target_equationt::~symex_target_equationt() (inlined)
     1.72%     1.72%  cbmc     cbmc                                   [.] irept::find(dstringt const&) const
     1.68%     0.00%  cbmc     libc.so.6                              [.] 0x0000779508aaada4
     1.68%     0.00%  cvc5     cvc5                                   [.] 0x000000000182eea1
     1.68%     0.00%  cvc5     cvc5                                   [.] 0x00000000018330d4
     1.64%     0.44%  cbmc     libstdc++.so.6.0.33                    [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     1.64%     0.00%  cbmc     cbmc                                   [.] value_sett::assign(exprt const&, exprt const&, namespacet const&, bool, bool)
     1.61%     0.76%  cbmc     cbmc                                   [.] sharing_treet<irept, forward_list_as_mapt<dstringt, irept> >::detach()
     1.58%     0.00%  cbmc     cbmc                                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) (inlined)
     1.57%     0.00%  cbmc     cbmc                                   [.] goto_symext::symex_goto(goto_symex_statet&)
     1.57%     0.00%  cbmc     cbmc                                   [.] renamedt<ssa_exprt, (levelt)3> goto_symex_statet::set_indices<(levelt)3>(ssa_exprt, namespacet const&)
     1.57%     0.00%  cbmc     cbmc                                   [.] symex_level2t::operator()(renamedt<ssa_exprt, (levelt)1>) const
     1.52%     0.00%  cbmc     cbmc                                   [.] forward_list_as_mapt<dstringt, irept>::~forward_list_as_mapt() (inlined)
     1.52%     0.00%  cbmc     cbmc                                   [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_erase_after(std::_Fwd_list_node_base*, std::_Fwd_list_node_base*) (inlined)
     1.52%     0.00%  cbmc     cbmc                                   [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::~_Fwd_list_base() (inlined)
     1.52%     0.00%  cbmc     cbmc                                   [.] std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::~forward_list() (inlined)
     1.50%     0.00%  cbmc     cbmc                                   [.] irept::~irept() (inlined)
     1.50%     0.00%  cbmc     cbmc                                   [.] sharing_treet<irept, forward_list_as_mapt<dstringt, irept> >::~sharing_treet() (inlined)
     1.49%     1.49%  cbmc     cbmc                                   [.] std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >* std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::_M_copy<false, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::_Alloc_node>(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >*, std::_Rb_tree_node_base*, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, jsont> > >::_Alloc_node&) [clone .isra.0]
     1.44%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a27e12
     1.42%     0.00%  cbmc     cbmc                                   [.] string_containert::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
     1.42%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a29db9
     1.33%     0.09%  cbmc     cbmc                                   [.] build_ssa_identifier_rec(exprt const&, dstringt const&, dstringt const&, dstringt const&, std::ostream&, std::ostream&)
     1.31%     0.60%  cbmc     libstdc++.so.6.0.33                    [.] std::basic_filebuf<char, std::char_traits<char> >::xsgetn(char*, long)
     1.30%     0.00%  cvc5     cvc5                                   [.] 0x000000000180704b
     1.26%     0.00%  python3  python3.12                             [.] 0x00000000005d39f3
     1.25%     1.25%  cbmc     cbmc                                   [.] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [clone .isra.0]
     1.24%     0.00%  python3  python3.12                             [.] Py_InitializeFromConfig
     1.22%     0.00%  cbmc     cbmc                                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) (inlined)
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000656621
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000733bf9
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000733e21
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x000000000074046c
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000740ef2
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x00000000007442db
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000cf739d
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000e2006b
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000e31f46
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x0000000000e3259a
     1.22%     0.00%  cvc5     cvc5                                   [.] 0x00000000017def04
     1.22%     0.00%  python3  python3.12                             [.] 0x00000000006bca34
     1.16%     0.00%  python3  python3.12                             [.] 0x00000000006bd348
     1.15%     0.00%  cbmc     cbmc                                   [.] smt2_convt::find_symbols(exprt const&)::{lambda(exprt const&)#1}::operator()(exprt const&) const
     1.15%     0.00%  cbmc     cbmc                                   [.] cbmc_parse_optionst::process_goto_program(goto_modelt&, optionst const&, messaget&)
     1.15%     0.00%  cbmc     cbmc                                   [.] std::vector<irept, std::allocator<irept> >::~vector() (inlined)
     1.14%     0.00%  cvc5     cvc5                                   [.] 0x0000000001677c51
     1.14%     0.00%  cbmc     cbmc                                   [.] tree_nodet<irept, forward_list_as_mapt<dstringt, irept>, true>::tree_nodet(tree_nodet<irept, forward_list_as_mapt<dstringt, irept>, true> const&) (inlined)
     1.13%     0.00%  cbmc     libc.so.6                              [.] exit
     1.13%     0.00%  cbmc     libc.so.6                              [.] 0x0000779508a2a1d0
     1.13%     0.00%  cbmc     libc.so.6                              [.] 0x0000779508a47a75
     1.11%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a293f4
     1.10%     0.00%  python3  libc.so.6                              [.] 0x000076e952a2a1c9
     1.10%     0.06%  cbmc     cbmc                                   [.] std::__cxx11::_List_base<SSA_stept, std::allocator<SSA_stept> >::_M_clear()
     1.10%     0.00%  cbmc     cbmc                                   [.] std::__cxx11::_List_base<SSA_stept, std::allocator<SSA_stept> >::~_List_base() (inlined)
     1.10%     0.00%  cbmc     cbmc                                   [.] std::__cxx11::list<SSA_stept, std::allocator<SSA_stept> >::~list() (inlined)
     1.09%     0.00%  cbmc     cbmc                                   [.] decision_proceduret::operator()()
     1.09%     0.00%  cbmc     cbmc                                   [.] run_property_decider(incremental_goto_checkert::resultt&, std::map<dstringt, property_infot, std::less<dstringt>, std::allocator<std::pair<dstringt const, property_infot> > >&, goto_symex_property_decidert&, ui_message_handlert&, std::chrono::duration<double, std::ratio<1l, 1l> >, bool)
     1.09%     0.00%  cbmc     cbmc                                   [.] smt2_dect::dec_solve(exprt const&)
     1.09%     0.00%  cbmc     cbmc                                   [.] void std::_Destroy<irept*, irept>(irept*, irept*, std::allocator<irept>&) (inlined)
     1.09%     0.00%  cbmc     cbmc                                   [.] void std::_Destroy<irept*>(irept*, irept*) (inlined)
     1.09%     0.00%  cbmc     cbmc                                   [.] void std::_Destroy_aux<false>::__destroy<irept*>(irept*, irept*) (inlined)
     1.09%     0.00%  cvc5     cvc5                                   [.] 0x0000000000a1fcfe
     1.08%     0.00%  python3  python3.12                             [.] 0x00000000006bc964
     1.07%     0.30%  cbmc     libstdc++.so.6.0.33                    [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long)
     1.06%     0.00%  cbmc     cbmc                                   [.] void std::_Destroy<irept>(irept*) (inlined)
     1.03%     0.00%  cbmc     cbmc                                   [.] std::pair<dstringt, irept>::~pair() (inlined)
     1.03%     0.00%  cbmc     cbmc                                   [.] void std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::destroy<std::pair<dstringt, irept> >(std::pair<dstringt, irept>*) (inlined)
     1.03%     0.00%  cbmc     cbmc                                   [.] void std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::destroy<std::pair<dstringt, irept> >(std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >&, std::pair<dstringt, irept>*) (inlined)
     1.01%     0.00%  cbmc     cbmc                                   [.] simplify_exprt::simplify(exprt&)
     1.01%     0.00%  python3  python3.12                             [.] PyObject_CallFunction
     1.01%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a29939
     1.00%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a28037
     1.00%     0.00%  cbmc     cbmc                                   [.] link_to_library(goto_modelt&, message_handlert&, std::function<void (std::set<dstringt, std::less<dstringt>, std::allocator<dstringt> > const&, symbol_tablet const&, symbol_tablet&, message_handlert&)> const&)
     0.99%     0.99%  cbmc     cbmc                                   [.] irept::get(dstringt const&) const
     0.99%     0.00%  cbmc     cbmc                                   [.] forward_list_as_mapt<dstringt, irept>::forward_list_as_mapt(forward_list_as_mapt<dstringt, irept> const&) (inlined)
     0.99%     0.00%  cbmc     cbmc                                   [.] std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::forward_list(std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > > const&) (inlined)
     0.99%     0.00%  cbmc     cbmc                                   [.] void std::forward_list<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_range_initialize<std::_Fwd_list_const_iterator<std::pair<dstringt, irept> > >(std::_Fwd_list_const_iterator<std::pair<dstringt, irept> >, std::_Fwd_list_const_iterator<std::pair<dstringt, irept> >) (inlined)
     0.99%     0.00%  python3  python3.12                             [.] Py_CompileStringObject
     0.99%     0.00%  python3  python3.12                             [.] 0x000000000069c37f
     0.98%     0.06%  cbmc     cbmc                                   [.] std::_Hashtable<string_ptrt, std::pair<string_ptrt const, unsigned int>, std::allocator<std::pair<string_ptrt const, unsigned int> >, std::__detail::_Select1st, std::equal_to<string_ptrt>, string_ptr_hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(string_ptrt const&)
     0.98%     0.09%  cbmc     cbmc                                   [.] symex_target_equationt::convert_guards(decision_proceduret&)
     0.97%     0.00%  python3  python3.12                             [.] 0x00000000006b0bc3
     0.97%     0.03%  cbmc     cbmc                                   [.] link_goto_model(goto_modelt&, goto_modelt&&, message_handlert&)
     0.96%     0.00%  cbmc     cbmc                                   [.] std::_Fwd_list_node<std::pair<dstringt, irept> >* std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_create_node<std::pair<dstringt, irept> const&>(std::pair<dstringt, irept> const&) (inlined)
     0.96%     0.03%  cbmc     cbmc                                   [.] value_sett::get_value_set(exprt, namespacet const&, bool) const
     0.95%     0.06%  cbmc     cbmc                                   [.] simplify_exprt::simplify_rec(exprt const&)
     0.94%     0.43%  cbmc     cbmc                                   [.] rename_symbolt::rename(exprt&) const
     0.94%     0.21%  cbmc     cbmc                                   [.] irept::add(dstringt const&)
     0.93%     0.00%  cbmc     cbmc                                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) (inlined)
     0.93%     0.00%  cbmc     cbmc                                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) (inlined)
     0.91%     0.00%  cvc5     cvc5                                   [.] 0x0000000000683e72
     0.91%     0.00%  cvc5     cvc5                                   [.] 0x00000000006c97f2
     0.91%     0.00%  cvc5     cvc5                                   [.] 0x0000000000b770a9
     0.91%     0.00%  cvc5     cvc5                                   [.] 0x0000000000b89a68
     0.90%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a2ba69
     0.90%     0.00%  cbmc     cbmc                                   [.] smt2_convt::handle(exprt const&)
     0.88%     0.00%  python3  python3.12                             [.] 0x00000000006b1e6c
     0.87%     0.00%  cbmc     cbmc                                   [.] std::char_traits<char>::copy(char*, char const*, unsigned long) (inlined)
     0.86%     0.18%  cbmc     cbmc                                   [.] simplify_exprt::simplify_node_preorder(exprt const&)
     0.84%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a291bf
     0.84%     0.00%  python3  python3.12                             [.] PyImport_Import
     0.82%     0.00%  python3  python3.12                             [.] PyImport_ImportModule
     0.82%     0.00%  cvc5     cvc5                                   [.] 0x0000000001a29959
     0.81%     0.00%  cbmc     cbmc                                   [.] smt2_dect::read_result(std::istream&)
     0.81%     0.00%  cbmc     cbmc                                   [.] smt2irep(std::istream&, message_handlert&)
     0.79%     0.00%  cbmc     cbmc                                   [.] value_sett::get_value_set_rec(exprt const&, reference_counting<std::map<unsigned long, std::optional<exprt>, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, std::optional<exprt> > > >, value_sett::empty_object_map>&, bool&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, typet const&, namespacet const&) const
     0.78%     0.03%  cbmc     cbmc                                   [.] smt2_convt::convert(exprt const&)
     0.78%     0.00%  cbmc     cbmc                                   [.] goto_symext::symex_assert(goto_programt::instructiont const&, goto_symex_statet&)
     0.77%     0.20%  cbmc     cbmc                                   [.] string_containert::~string_containert()
