# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:u'
# Event count (approx.): 4609043815
#
# Children      Self  Command  Shared Object            Symbol                                                                                                                                                                                         ...
# ........  ........  .......  .......................  ..................................................................................................................................................................................................
#
     1.23%     0.00%  cbmc     cbmc                     [.] link_to_library(goto_modelt&, message_handlert&, std::function<void (std::set<dstringt, std::less<dstringt>, std::allocator<dstringt> > const&, symbol_tablet const&, symbol_tablet&, messa...
     1.23%     1.23%  cbmc     libc.so.6                [.] 0x00000000000ab035
     1.23%     0.00%  cbmc     libc.so.6                [.] 0x000075032b4ab035
     1.17%     0.00%  cbmc     cbmc                     [.] simplify_exprt::simplify_member_preorder(member_exprt const&)
     1.17%     0.00%  cbmc     cbmc                     [.] exprt::exprt(dstringt, typet, std::vector<exprt, std::allocator<exprt> >&&) (inlined)
     1.16%     0.48%  cbmc     cbmc                     [.] rename_symbolt::rename(exprt&) const
     1.11%     0.06%  cbmc     cbmc                     [.] python_convertert::process_imported_module(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, jsont const&)
     1.10%     0.34%  cbmc     libstdc++.so.6.0.33      [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
     1.10%     0.00%  cbmc     cbmc                     [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > co...
     1.09%     0.06%  cbmc     cbmc                     [.] irept::irept(dstringt const&, forward_list_as_mapt<dstringt, irept> const&, std::vector<irept, std::allocator<irept> > const&)
     1.09%     0.00%  cbmc     cbmc                     [.] from_integer(BigInt const&, typet const&)
     1.03%     0.62%  cbmc     cbmc                     [.] irept::add(dstringt const&, irept)
     1.01%     0.00%  cbmc     cbmc                     [.] initialize_goto_model(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, ...


#
# (Cannot load tips.txt file, please install perf!)
#
