# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:u'
# Event count (approx.): 5474956437
#
# Children      Self  Command  Shared Object            Symbol                                                                                                                                                                                         ...
# ........  ........  .......  .......................  ..................................................................................................................................................................................................
#
     2.13%     0.00%  cbmc     cbmc                     [.] void std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::destroy<std::pair<dstringt, irept> >(std::pair<dstringt, irept>*) (inlined)
     2.13%     0.00%  cbmc     cbmc                     [.] void std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::destroy<std::pair<dstringt, irept> >(std::allocator<std::_Fwd_list_node<std::pair<dstringt,...
     2.04%     0.00%  cbmc     cbmc                     [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) (inli...
     2.04%     0.05%  cbmc     cbmc                     [.] string_containert::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
     2.01%     0.00%  cbmc     cbmc                     [.] link_to_library(goto_modelt&, message_handlert&, std::function<void (std::set<dstringt, std::less<dstringt>, std::allocator<dstringt> > const&, symbol_tablet const&, symbol_tablet&, messa...
     1.99%     0.00%  cbmc     cbmc                     [.] std::_Vector_base<jsont, std::allocator<jsont> >::_Vector_base(unsigned long, std::allocator<jsont> const&) (inlined)
     1.95%     0.06%  cbmc     cbmc                     [.] link_goto_model(goto_modelt&, goto_modelt&&, message_handlert&)
     1.88%     0.00%  cbmc     cbmc                     [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) (inlined)
     1.88%     0.00%  cbmc     cbmc                     [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) (inlined)
     1.88%     0.00%  cbmc     cbmc                     [.] std::char_traits<char>::copy(char*, char const*, unsigned long) (inlined)
     1.88%     0.52%  cbmc     cbmc                     [.] convert(std::vector<literalt, std::allocator<literalt> > const&, Minisat::vec<Minisat::Lit>&)
     1.84%     0.80%  cbmc     cbmc                     [.] rename_symbolt::rename(exprt&) const
     1.82%     0.12%  cbmc     cbmc                     [.] std::_Hashtable<string_ptrt, std::pair<string_ptrt const, unsigned int>, std::allocator<std::pair<string_ptrt const, unsigned int> >, std::__detail::_Select1st, std::equal_to<string_ptrt>...
     1.80%     0.12%  cbmc     cbmc                     [.] simplify_exprt::simplify_rec(exprt const&)
     1.80%     0.18%  cbmc     cbmc                     [.] Minisat::vec<Minisat::Solver::Watcher>::capacity(int)
     1.74%     0.47%  cbmc     libstdc++.so.6.0.33      [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     1.71%     0.29%  cbmc     cbmc                     [.] irept::add(dstringt const&)
     1.67%     0.00%  cbmc     cbmc                     [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_get_node() (inlined)
     1.67%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::allocate(unsigned long, void const*) (inlined)
     1.67%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::allocate(std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >&, unsigned long) (inl...
     1.65%     0.53%  cbmc     libc.so.6                [.] realloc
     1.64%     0.00%  cbmc     cbmc                     [.] goto_symext::symex_assert(goto_programt::instructiont const&, goto_symex_statet&)
     1.63%     0.52%  cbmc     cbmc                     [.] simplify_exprt::simplify_node_preorder(exprt const&)
     1.61%     0.00%  cbmc     cbmc                     [.] linkingt::link(symbol_table_baset const&)
     1.59%     1.59%  cbmc     cbmc                     [.] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [clone .isra.0]
     1.55%     0.64%  cbmc     cbmc                     [.] Minisat::vec<Minisat::Lit>::capacity(int)
     1.55%     1.55%  cbmc     cbmc                     [.] irept::get(dstringt const&) const
     1.43%     0.00%  cbmc     cbmc                     [.] multi_path_symex_checkert::prepare_property_decider(std::map<dstringt, property_infot, std::less<dstringt>, std::allocator<std::pair<dstringt const, property_infot> > >&) (inlined)
     1.42%     0.00%  cbmc     cbmc                     [.] std::_Vector_base<jsont, std::allocator<jsont> >::_M_create_storage(unsigned long) (inlined)
     1.34%     0.00%  cbmc     libc.so.6                [.] exit
     1.34%     0.00%  cbmc     libc.so.6                [.] 0x00007afd5022a1d0
     1.34%     0.00%  cbmc     libc.so.6                [.] 0x00007afd50247a75
     1.31%     1.10%  cbmc     libstdc++.so.6.0.33      [.] std::basic_streambuf<char, std::char_traits<char> >::xsgetn(char*, long)
     1.30%     1.08%  cbmc     cbmc                     [.] std::_Hashtable<string_ptrt, std::pair<string_ptrt const, unsigned int>, std::allocator<std::pair<string_ptrt const, unsigned int> >, std::__detail::_Select1st, std::equal_to<string_ptrt>...
     1.28%     0.00%  cbmc     cbmc                     [.] simplify_exprt::simplify_index_preorder(index_exprt const&)
     1.28%     0.00%  cbmc     cbmc                     [.] language_filest::typecheck_module(symbol_table_baset&, language_modulet&, bool, message_handlert&)
     1.27%     1.27%  cbmc     libc.so.6                [.] 0x00000000000a9c61
     1.27%     0.00%  cbmc     libc.so.6                [.] 0x00007afd502a9c61
     1.22%     0.00%  cbmc     cbmc                     [.] SSA_stept::~SSA_stept() (inlined)
     1.22%     0.00%  cbmc     cbmc                     [.] exprt::~exprt() (inlined)
     1.22%     0.00%  cbmc     cbmc                     [.] irept::~irept() (inlined)
     1.22%     0.00%  cbmc     cbmc                     [.] sharing_treet<irept, forward_list_as_mapt<dstringt, irept> >::~sharing_treet() (inlined)
     1.22%     0.00%  cbmc     cbmc                     [.] void std::__new_allocator<std::_List_node<SSA_stept> >::destroy<SSA_stept>(SSA_stept*) (inlined)
     1.22%     0.00%  cbmc     cbmc                     [.] void std::allocator_traits<std::allocator<std::_List_node<SSA_stept> > >::destroy<SSA_stept>(std::allocator<std::_List_node<SSA_stept> >&, SSA_stept*) (inlined)
     1.21%     0.46%  cbmc     libstdc++.so.6.0.33      [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long)
     1.19%     0.00%  cbmc     cbmc                     [.] decision_proceduret::operator()()
     1.19%     0.00%  cbmc     cbmc                     [.] std::_Vector_base<jsont, std::allocator<jsont> >::_M_allocate(unsigned long) (inlined)
     1.18%     0.00%  cbmc     cbmc                     [.] from_integer(BigInt const&, typet const&)
     1.10%     0.00%  cbmc     cbmc                     [.] merge_irept::~merge_irept() (inlined)
     1.10%     0.00%  cbmc     cbmc                     [.] std::_Hashtable<irept, irept, std::allocator<irept>, std::__detail::_Identity, std::equal_to<irept>, irep_hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std...
     1.10%     0.00%  cbmc     cbmc                     [.] std::unordered_set<irept, irep_hash, std::equal_to<irept>, std::allocator<irept> >::~unordered_set() (inlined)
     1.10%     0.00%  cbmc     cbmc                     [.] std::_Fwd_list_base<std::pair<dstringt, irept>, std::allocator<std::pair<dstringt, irept> > >::_M_put_node(std::_Fwd_list_node<std::pair<dstringt, irept> >*) (inlined)
     1.10%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >::deallocate(std::_Fwd_list_node<std::pair<dstringt, irept> >*, unsigned long) (inlined)
     1.10%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > > >::deallocate(std::allocator<std::_Fwd_list_node<std::pair<dstringt, irept> > >&, std::_Fwd_list_no...
     1.08%     1.08%  cbmc     libc.so.6                [.] 0x00000000000ab035
     1.08%     0.00%  cbmc     libc.so.6                [.] 0x00007afd502ab035
     1.04%     0.00%  cbmc     libc.so.6                [.] 0x00007afd502ac1d4
     1.03%     0.06%  cbmc     cbmc                     [.] postprocess_equation(symex_bmct&, symex_target_equationt&, optionst const&, namespacet const&, ui_message_handlert&)
     1.03%     0.00%  cbmc     cbmc                     [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > co...
     1.02%     1.02%  cbmc     cbmc                     [.] void Minisat::sort<Minisat::Lit, Minisat::LessThan_default<Minisat::Lit> >(Minisat::Lit*, int, Minisat::LessThan_default<Minisat::Lit>) [clone .isra.0]
     1.02%     0.00%  cbmc     cbmc                     [.] std::__new_allocator<jsont>::allocate(unsigned long, void const*) (inlined)
     1.02%     0.00%  cbmc     cbmc                     [.] std::allocator_traits<std::allocator<jsont> >::allocate(std::allocator<jsont>&, unsigned long) (inlined)
     1.01%     0.00%  cbmc     cbmc                     [.] run_property_decider(incremental_goto_checkert::resultt&, std::map<dstringt, property_infot, std::less<dstringt>, std::allocator<std::pair<dstringt const, property_infot> > >&, goto_symex...


#
# (Cannot load tips.txt file, please install perf!)
#
